"REG_INST","REG_RESP","PGMCIPAP","PGM_P034","PGM_P100","PGM_280A","PGM_280B","PGM_280C","PGM_280D","PGM_280E","PGM_280F","PGM_290","PGM_350","PGM_380","PGM_P401","PGM_410","PGM_415","PGM_430","EDU_010","HLOSINTP","STL_010","STULOANS","STL_160B","STL_160C","STL_160D","STL_160E","STL_160F","STL_160G","STL_160H","STL_160I","STL_160J","STL_160L","STLP160N","BEF_P140","BEF_160","HLOSGRDP","PAR1GRD","PAR1INT","PAR2GRD","PAR2INT","GRADAGEP","GENDER2","MS_P01","MS_P02","CTZSHIPP","VISBMINP","DDIS_FL","LFCINDP","PUMFID","LFSTATP","WTPF"
"4","4","6","2","2","2","2","2","2","2","1","1","1","1","2","5","3","1","2","2","1","1","2","2","2","2","2","2","2","1","2","2","2","1","5","2","1","1","1","1","2","1","1","2","1","2","1","1","59496","1",10.193
"1","1","4","1","2","2","2","2","2","2","1","1","1","2","2","9","3","2","1","3","1","1","1","1","1","1","1","2","1","2","2","2","2","3","3","2","3","2","1","1","1","2","2","2","1","2","2","96","59498","3",11.0049
"4","4","5","1","1","2","2","2","2","2","1","1","2","2","2","3","2","1","2","2","1","1","2","2","2","2","2","2","2","2","1","2","1","3","1","2","1","1","1","1","3","2","2","2","1","2","1","6","59504","1",10.6434
"2","2","5","1","1","2","2","2","2","2","1","1","1","2","1","1","1","1","1","3","1","1","2","1","2","2","1","2","2","2","2","2","2","1","5","2","2","1","1","1","2","2","1","2","2","1","2","2","59509","1",62.8791
"4","4","1","1","1","2","2","2","2","2","1","1","1","2","2","3","3","1","2","2","1","1","2","1","2","2","1","2","2","2","2","2","1","1","6","2","2","2","1","1","3","2","2","1","1","2","1","96","59520","2",10.6469
"3","3","9","1","1","2","2","2","2","2","1","2","2","2","2","2","4","1","1","2","1","1","2","2","1","1","1","2","2","1","2","2","2","3","6","3","1","1","1","1","3","2","1","2","1","2","2","7","59521","1",79.3758
"4","4","1","1","1","2","2","2","2","2","1","1","1","2","2","3","3","2","1","3","1","1","2","1","1","1","1","2","1","2","1","2","2","1","4","2","1","1","1","1","2","1","2","2","1","2","2","5","59528","1",11.2047
"4","4","4","1","2","2","2","2","2","2","1","1","1","2","1","1","3","2","1","2","2","2","2","2","2","2","1","1","1","2","2","2","2","3","4","2","1","1","1","1","1","1","2","2","1","2","1","2","59529","1",30.6285
"2","2","5","1","2","2","1","2","2","2","2","2","2","2","2","1","3","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","5","2","3","3","3","3","1","1","2","2","1","2","2","3","59530","1",58.2681
"4","4","5","1","1","2","2","2","2","2","1","1","1","2","1","1","1","1","1","3","1","1","2","1","2","1","1","2","1","2","2","2","2","2","6","2","2","1","1","1","4","2","1","2","1","2","1","4","59531","1",12.7744
"4","4","8","1","2","2","2","1","2","1","2","1","2","2","2","1","3","2","2","2","1","1","1","2","2","1","1","2","2","2","2","2","2","3","1","2","1","1","1","1","1","2","1","2","1","2","2","2","59534","1",11.2429
"2","2","4","2","2","2","2","2","2","2","1","1","2","2","1","1","3","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","6","2","3","3","3","3","3","2","2","2","1","2","2","4","59535","1",59.8031
"1","1","10","1","1","2","1","2","2","2","2","1","2","1","1","3","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","1","6","2","2","2","1","1","1","1","2","2","1","2","1","3","59539","1",11.3692
"4","4","8","1","2","2","2","2","2","2","1","1","1","2","1","4","3","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","3","5","2","1","1","1","1","1","2","1","2","1","2","1","1","59543","1",12.1129
"4","4","9","1","1","2","2","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","1","1","1","2","1","2","2","2","2","1","6","2","2","2","1","1","1","2","2","2","1","2","1","7","59546","1",10.8696
"1","1","5","1","1","2","2","2","2","2","1","1","1","2","1","2","4","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","3","2","2","1","1","1","1","1","2","2","2","1","2","2","7","59549","1",10.926
"3","3","5","1","2","2","2","2","2","2","1","2","2","2","1","3","3","1","2","2","2","2","1","2","2","2","1","2","1","2","2","2","2","3","2","2","1","1","1","1","2","2","2","2","3","1","2","3","59552","1",107.1625
"1","1","1","1","1","2","2","2","2","2","1","1","2","1","2","3","3","1","2","2","1","1","2","2","2","1","1","2","2","1","2","2","1","3","6","2","2","2","1","1","1","2","1","2","1","2","2","5","59555","1",10.0482
"1","3","8","1","2","2","2","2","2","2","1","1","2","2","1","2","5","2","2","2","1","1","2","1","2","2","2","2","2","2","2","2","2","1","3","2","1","1","1","1","2","2","1","2","2","1","1","4","59558","1",10.1136
"4","4","5","1","2","2","1","1","2","2","2","1","2","2","1","3","3","1","2","2","1","1","2","2","2","2","1","2","1","2","2","2","2","3","4","2","1","1","1","1","1","2","2","2","1","2","1","4","59563","1",16.3116
"4","4","2","2","2","2","2","2","2","2","1","1","1","2","2","2","3","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","6","2","2","2","1","1","1","2","2","2","1","2","1","96","59568","2",35.5493
"4","4","9","1","1","2","2","2","2","2","1","2","2","2","1","3","1","2","2","2","1","1","2","2","1","2","2","2","2","1","1","2","2","1","6","2","1","1","1","1","3","2","2","2","1","2","1","7","59572","1",26.362
"2","2","2","1","2","2","2","2","2","2","1","2","1","2","1","1","3","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","3","2","2","2","2","2","1","2","2","2","1","2","1","6","59574","1",58.3863
"1","1","5","1","2","2","1","2","1","2","2","1","2","2","1","4","5","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","6","2","2","2","2","2","2","1","2","2","1","1","2","4","59575","1",44.5287
"4","4","9","1","1","2","2","2","2","2","1","1","2","2","1","2","3","1","2","2","1","1","1","2","2","1","1","2","1","1","1","2","2","3","1","2","3","3","2","2","1","1","2","2","1","2","1","2","59578","1",10.8207
"3","3","5","1","1","2","2","2","2","2","1","2","2","2","1","2","2","1","1","3","1","1","2","2","2","2","2","2","2","2","2","2","2","3","4","2","1","1","1","1","3","2","2","2","1","1","2","7","59579","1",83.5581
"2","2","10","2","2","2","2","2","2","2","1","1","2","2","3","2","3","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","1","1","6","2","3","3","1","1","3","2","1","1","1","2","2","3","59580","1",33.5547
"4","4","4","2","2","2","2","2","2","2","1","1","1","2","2","3","3","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","3","1","2","3","3","2","2","1","2","2","2","1","2","1","2","59581","1",10.4449
"1","1","9","1","2","2","2","2","2","2","1","2","1","2","1","1","2","1","2","2","1","1","2","1","2","2","1","2","2","1","2","2","2","3","4","2","2","2","1","1","1","2","2","2","2","1","1","7","59585","1",10.1406
"2","2","10","2","1","2","2","2","2","2","1","1","2","2","3","2","2","1","2","2","1","1","2","2","2","2","2","2","2","2","1","2","2","1","6","2","1","1","1","1","3","2","1","1","1","2","2","7","59586","1",130.0904
"4","4","5","1","1","1","2","2","2","1","2","1","2","2","2","3","2","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","2","1","5","2","1","1","1","1","1","1","2","2","1","2","2","6","59589","1",27.4533
"2","2","2","1","2","2","2","2","2","2","1","1","2","2","1","3","3","1","2","2","1","1","2","2","2","1","1","2","2","2","2","2","2","3","6","2","3","3","3","3","2","1","2","2","1","2","2","6","59596","1",53.376
"4","4","8","1","2","2","2","2","2","2","1","2","2","2","1","3","1","1","2","2","2","2","1","2","2","2","1","2","2","2","2","2","2","3","3","2","1","1","3","3","1","1","1","2","1","2","2","1","59599","1",19.0091
"1","1","6","1","2","2","2","2","2","2","1","1","1","2","1","4","3","2","1","3","2","2","2","2","2","2","2","2","1","2","2","2","2","3","2","2","3","2","2","1","1","2","1","2","3","1","2","1","59600","1",10.0406
"4","4","5","1","2","1","1","2","2","2","2","1","1","2","1","1","1","1","2","2","1","1","2","1","1","1","1","2","2","2","2","2","2","5","4","2","1","1","1","1","1","1","1","2","1","2","2","3","59602","1",16.4424
"4","4","6","2","2","2","2","2","2","2","1","1","1","2","1","3","1","2","1","2","2","2","1","2","1","1","1","1","1","2","2","2","2","3","6","2","3","2","2","1","1","2","2","2","1","2","1","7","59604","1",14.3932
"3","3","6","1","2","2","2","2","2","2","1","1","2","2","1","3","1","2","1","2","1","1","2","1","2","2","2","2","1","2","2","2","2","3","1","2","1","1","1","1","1","1","2","2","2","2","2","7","59605","1",73.3632
"4","4","5","1","2","2","2","2","2","2","1","1","2","2","1","2","1","2","1","2","2","2","2","1","2","1","2","2","1","2","1","1","2","1","6","2","3","2","2","1","1","1","2","2","1","1","1","2","59609","1",17.5608
"4","3","5","1","1","2","2","2","2","2","1","1","1","2","3","2","1","1","2","2","1","1","2","1","2","2","2","2","2","2","2","2","2","1","5","2","1","1","1","1","3","1","1","1","2","1","2","7","59613","1",14.6602
"3","3","5","1","1","2","2","1","1","1","2","1","1","2","3","8","1","1","2","2","2","2","1","2","2","1","1","2","1","2","2","2","2","3","1","2","2","2","2","2","1","1","2","2","1","1","2","3","59618","1",81.8764
"4","4","4","1","2","2","2","2","2","2","1","1","1","2","1","3","3","1","2","2","1","1","1","1","2","2","1","2","2","2","1","2","2","3","4","2","2","2","2","2","1","2","2","2","2","1","1","3","59624","1",17.3033
"3","3","4","1","1","2","2","2","2","2","1","1","2","2","1","2","2","1","1","3","2","2","1","2","2","1","1","2","1","2","2","2","2","3","6","2","1","1","1","1","1","2","2","2","1","2","2","1","59630","1",89.2139
"4","4","5","1","1","2","2","2","2","2","1","1","2","2","1","3","1","1","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","1","5","2","1","1","2","2","1","1","2","2","1","2","1","4","59632","1",10.0379
"1","1","10","1","2","2","2","2","2","2","1","1","1","2","1","1","3","1","2","2","2","2","1","2","1","1","1","1","2","2","2","2","2","3","3","2","3","3","2","2","1","2","2","2","1","2","1","4","59638","1",23.4067
"4","4","5","2","2","2","2","2","2","2","1","1","2","2","3","2","1","1","1","3","1","1","2","2","2","2","1","2","2","2","2","2","2","1","6","2","1","1","1","1","4","2","1","2","1","2","2","7","59641","1",9.9847
"1","1","9","1","1","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","1","2","1","2","2","2","2","3","4","2","3","3","1","1","1","1","1","2","1","2","2","2","59644","1",10.3995
"4","4","4","1","2","2","2","2","2","2","1","1","1","2","2","5","3","1","2","2","1","1","2","1","2","1","1","2","2","2","2","2","2","3","2","2","3","3","3","3","1","2","2","2","1","2","2","7","59647","1",10.4449
"4","4","10","1","2","2","2","2","2","2","1","1","2","2","1","1","3","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","1","2","2","2","1","1","1","1","2","2","3","1","2","4","59649","1",20.0666
"1","1","9","1","1","2","2","2","2","2","1","1","2","2","1","3","2","2","1","2","1","1","2","2","2","2","2","2","1","2","2","2","2","3","2","2","2","2","3","3","1","2","1","2","1","2","1","96","59653","3",11.9661
"4","4","4","2","2","2","2","2","2","2","1","1","2","2","1","2","3","2","1","2","2","2","1","2","2","2","1","2","1","2","2","2","2","3","1","2","2","2","2","2","1","1","2","2","2","1","2","96","59654","3",30.6285
"4","4","2","1","1","2","2","2","2","2","1","1","2","1","1","4","3","1","2","2","1","1","2","2","1","1","1","2","2","2","2","2","2","3","5","2","3","3","2","2","1","2","2","2","1","2","1","2","59658","1",25.7716
"4","4","9","2","1","2","2","2","2","2","1","1","2","2","2","2","2","1","1","2","1","1","2","2","2","1","2","2","2","2","2","2","2","3","4","2","1","1","1","1","1","2","2","2","1","2","1","7","59660","1",33.8207
"2","2","5","1","2","2","1","2","2","2","2","2","2","2","1","1","2","2","2","2","1","1","2","2","1","2","2","2","2","2","2","2","2","5","1","2","1","1","1","1","3","2","1","2","2","2","2","6","59666","1",49.7743
"4","4","4","1","2","2","2","2","2","2","1","1","2","2","1","7","1","1","1","2","2","2","2","2","2","1","1","2","1","2","2","2","2","3","4","2","2","2","1","1","1","2","2","2","1","2","1","5","59667","1",10.5799
"3","3","1","1","1","2","2","2","2","2","1","1","2","2","1","8","4","1","2","2","1","1","2","1","2","2","1","2","1","2","2","2","2","3","4","2","1","1","1","1","1","2","2","2","1","1","1","5","59669","1",78.6545
"4","4","9","1","2","2","2","2","2","2","1","2","2","2","1","3","2","1","2","2","2","2","1","2","2","2","1","1","1","1","1","2","2","2","3","2","1","1","1","1","2","2","1","1","1","2","2","7","59670","1",10.7512
"4","4","2","1","2","2","2","2","2","2","1","1","1","2","3","5","3","2","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","3","2","2","2","2","2","1","1","2","2","1","2","1","6","59684","1",21.1714
"4","3","5","1","1","2","2","2","2","2","1","1","1","1","1","1","1","2","2","2","1","1","1","1","1","2","1","1","2","2","2","2","2","3","2","2","2","2","2","2","1","2","2","2","2","1","2","3","59688","1",27.9722
"1","1","4","1","2","2","2","2","2","2","1","1","1","2","1","1","2","2","2","2","1","1","2","1","2","1","1","1","2","2","2","2","2","1","4","2","1","1","1","1","2","2","1","2","1","2","1","3","59691","1",10.4318
"4","4","1","1","1","2","2","2","2","2","1","1","2","2","1","4","1","1","2","2","1","1","2","1","1","1","2","2","2","2","2","2","2","3","6","2","1","1","1","1","3","2","2","1","1","2","2","96","59693","9",11.1954
"4","4","8","1","1","2","2","2","2","2","1","2","2","2","1","3","1","1","2","2","1","1","1","1","2","1","2","2","2","2","2","2","2","3","3","2","2","2","1","1","1","1","2","2","1","2","2","1","59696","1",11.3946
"1","1","9","2","1","2","2","2","2","2","1","1","1","2","1","2","3","1","1","2","1","1","1","1","2","1","1","2","2","1","1","2","1","1","6","2","1","1","1","1","2","1","1","2","1","2","2","5","59699","1",10.2263
"4","4","9","1","1","2","2","2","2","2","1","1","2","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","2","1","1","2","2","1","3","2","2","2","1","1","2","2","1","2","1","2","1","7","59709","1",10.5692
"4","4","6","1","2","2","2","2","2","2","1","1","2","2","1","7","3","1","1","2","1","1","2","1","2","1","1","2","1","2","1","2","2","3","5","2","2","2","1","1","1","2","2","2","1","2","1","5","59714","1",10.3238
"4","4","10","1","2","2","2","2","2","2","1","1","1","2","1","1","3","1","2","2","1","1","2","1","1","2","1","2","1","2","2","2","2","1","5","2","1","1","1","1","1","2","1","1","1","2","1","96","59717","3",18.6005
"4","4","5","1","1","2","2","2","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","2","1","1","1","2","1","2","2","2","2","3","2","2","2","2","1","1","1","1","1","2","1","2","2","4","59718","1",11.1872
"3","3","4","1","2","2","2","2","2","2","1","1","2","2","2","9","3","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","6","2","1","1","1","1","2","1","2","2","2","2","1","7","59719","1",87.8112
"2","2","9","2","2","2","2","2","2","2","1","1","1","2","1","2","3","1","2","2","1","1","2","1","2","2","1","2","2","2","2","2","2","1","6","2","3","3","3","3","4","2","2","2","1","2","1","7","59724","1",47.143
"3","3","7","1","1","2","2","2","2","2","1","2","1","2","1","8","2","1","2","2","1","1","2","1","2","2","2","2","1","2","2","2","2","3","1","2","2","2","1","1","1","1","1","2","2","1","2","3","59726","1",52.0095
"1","1","5","1","2","2","2","2","2","2","1","1","2","2","2","4","4","1","1","3","1","2","1","2","2","1","2","2","1","2","2","2","2","3","4","2","3","1","3","1","1","2","2","2","1","2","2","3","59728","1",10.1468
"1","1","4","1","2","2","2","2","2","1","2","1","2","2","1","3","3","1","1","2","1","1","1","2","2","2","2","2","1","2","2","2","2","2","6","2","1","1","1","1","1","2","1","2","1","2","1","3","59736","1",10.4318
"4","4","9","1","1","2","2","2","2","2","1","2","1","2","2","1","3","1","2","2","2","2","2","2","2","1","1","2","1","1","2","2","2","2","6","2","3","3","2","2","3","2","1","2","2","1","2","7","59743","1",15.9792
"1","1","8","1","2","2","2","2","2","2","1","1","1","2","1","4","5","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","2","2","2","2","2","2","1","1","1","2","3","1","2","2","59744","1",24.7669
"4","4","9","1","2","2","2","2","2","2","1","2","2","2","1","3","3","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","2","3","3","2","1","1","1","1","1","1","2","2","1","2","2","7","59745","1",10.8207
"4","4","5","1","2","2","2","2","2","2","1","1","2","2","1","3","3","1","2","2","1","1","2","2","2","2","2","2","2","1","2","2","2","1","6","2","2","2","1","1","3","2","2","2","1","2","1","6","59751","1",10.6434
"1","1","9","1","1","2","2","2","2","2","1","1","1","2","1","3","3","1","1","2","1","1","2","1","1","2","1","2","2","1","2","2","2","3","3","2","1","1","1","1","1","1","2","2","1","2","2","7","59753","1",11.3399
"1","1","9","1","1","2","2","2","2","2","1","1","1","2","2","3","2","1","2","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","6","2","1","1","1","1","2","1","2","2","1","2","1","7","59758","1",11.3399
"1","1","5","2","2","1","1","1","2","2","2","1","1","2","2","6","3","1","2","2","1","1","2","1","2","2","1","2","1","1","1","1","2","1","6","2","2","2","2","2","3","1","2","2","1","2","1","1","59760","1",10.4924
"4","4","8","1","2","2","2","2","2","2","1","1","2","2","1","2","3","1","2","2","2","2","2","2","2","2","1","2","2","1","1","2","2","1","6","2","1","1","1","1","1","1","2","2","1","2","2","1","59762","1",10.2888
"3","4","6","1","2","2","2","2","2","2","1","1","1","2","2","1","3","2","2","2","2","2","1","2","2","1","1","2","1","2","2","2","2","3","3","2","2","2","2","2","1","2","1","2","1","2","1","96","59775","2",74.4574
"4","4","7","1","2","2","2","2","2","2","1","1","2","2","2","1","3","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","3","2","3","3","1","1","3","1","2","2","3","1","2","4","59776","1",14.2877
"4","4","1","2","2","2","2","2","2","2","1","1","1","2","2","6","2","1","1","3","2","2","2","2","2","2","1","2","2","1","1","2","2","1","6","2","1","1","1","1","4","2","1","1","1","2","2","5","59782","1",10.4044
"4","4","10","1","2","2","2","2","2","2","1","2","1","2","2","4","3","2","2","2","2","2","1","2","2","1","1","2","1","2","2","2","2","3","2","2","1","1","1","1","1","2","2","2","1","2","2","4","59783","1",10.8928
"4","4","4","1","1","2","2","2","2","2","1","1","1","2","1","1","2","1","1","3","2","2","1","2","2","2","1","2","1","2","2","2","2","3","1","2","2","1","1","1","1","1","2","2","1","1","1","3","59788","1",30.6285
"1","1","6","1","2","2","2","2","2","2","1","1","1","2","1","3","3","1","1","2","1","1","1","2","2","1","1","2","1","2","2","2","2","3","3","2","3","1","1","1","1","2","2","2","2","1","1","96","59791","3",10.3922
"4","4","1","1","1","2","2","2","2","2","1","1","1","1","2","3","1","2","1","2","1","1","2","2","2","1","1","1","1","2","2","2","2","1","5","2","3","3","1","1","2","1","2","2","2","1","1","96","59793","2",21.1958
"1","1","5","1","2","2","2","2","2","2","1","1","2","2","1","1","3","1","2","2","1","1","2","2","2","2","1","2","1","2","2","2","2","3","6","2","2","2","1","1","1","1","2","2","1","2","2","6","59795","1",13.9279
"3","3","4","2","2","2","2","2","2","2","1","1","1","2","1","3","5","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","3","3","2","2","2","1","1","1","1","1","2","1","2","1","2","59798","1",87.8112
"4","4","5","1","1","2","2","2","2","2","1","2","1","2","1","1","1","2","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","1","2","1","1","1","1","1","2","2","2","3","1","2","4","59799","1",75.7267
"3","3","2","1","2","2","1","2","2","2","2","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","2","2","3","2","2","2","2","1","1","1","2","2","2","1","1","2","2","59806","1",77.5451
"4","4","2","1","2","2","2","2","2","2","1","1","2","2","1","3","6","2","1","2","1","1","2","2","2","2","1","2","2","2","2","2","2","3","1","2","1","1","1","1","1","1","1","1","3","1","2","6","59809","1",33.2973
"4","4","5","2","2","2","2","2","2","2","1","2","1","2","2","2","6","1","1","2","1","1","1","2","2","1","1","2","1","2","2","2","2","3","1","2","1","1","3","2","1","2","2","2","1","1","2","96","59819","2",22.3997
"4","4","9","2","1","2","2","2","2","2","1","1","1","2","2","5","3","1","2","2","1","1","2","2","2","2","1","2","2","2","2","2","2","1","3","2","3","3","2","2","4","2","1","1","2","1","2","7","59820","1",10.1608
"4","4","8","1","1","2","2","2","2","2","1","2","2","2","1","8","2","1","2","2","1","1","2","2","2","1","1","2","1","2","2","2","2","3","3","2","1","1","1","1","1","1","1","2","1","2","1","1","59821","1",21.7535
"4","4","7","2","2","2","2","2","1","2","2","1","1","2","1","2","3","1","2","2","1","1","2","1","2","2","1","2","1","2","2","2","2","1","6","2","3","3","2","2","2","1","1","1","1","2","2","4","59822","1",24.7404
"4","4","8","1","1","2","2","2","2","2","1","1","2","2","2","1","5","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","2","2","1","1","1","1","1","1","2","2","1","1","2","1","59823","1",21.7535
"2","2","4","1","1","2","2","2","2","2","1","1","1","2","2","3","3","1","1","3","1","1","2","2","2","1","1","2","1","2","2","2","2","3","1","2","3","2","3","2","1","2","2","2","2","1","1","96","59824","3",58.577
"4","4","1","1","1","2","2","2","2","2","1","1","1","2","1","2","3","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","6","2","1","1","1","1","2","2","1","2","2","1","2","5","59825","1",11.0653
"3","3","2","1","2","2","2","2","2","2","1","1","1","2","1","3","3","1","1","3","1","1","2","2","2","2","1","2","1","2","2","2","2","3","2","2","1","1","1","1","1","2","2","2","1","2","1","5","59829","1",105.656
"3","3","9","1","1","2","2","2","2","2","1","1","1","2","2","2","3","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","6","2","1","1","1","1","4","2","1","1","3","1","2","7","59835","1",61.5454
"2","2","7","1","1","2","1","2","2","2","2","2","2","2","2","3","3","1","2","2","1","1","2","1","2","1","1","2","1","2","2","2","2","3","2","2","1","1","1","1","1","1","2","2","1","2","2","3","59839","1",44.3876
"3","3","6","1","2","2","2","2","2","2","1","1","2","2","2","2","2","1","1","3","1","1","2","2","2","1","1","1","2","2","2","2","1","3","6","2","1","1","1","1","3","2","2","2","1","2","1","96","59844","3",66.2042
"2","2","2","2","2","2","2","2","2","2","1","2","2","2","1","2","3","2","2","2","1","1","2","1","2","2","1","2","2","2","2","2","2","1","6","2","2","2","1","1","3","1","2","2","1","2","1","5","59849","1",52.5883
"4","4","4","1","2","2","2","2","2","2","1","1","2","2","1","4","3","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","3","2","2","1","1","1","1","1","1","2","2","3","1","2","7","59854","1",17.4488
"1","1","5","1","2","2","2","2","2","2","1","1","2","2","2","4","6","2","1","3","1","1","2","2","2","2","2","2","1","2","1","2","2","3","1","2","2","1","2","1","2","1","1","2","3","1","2","3","59855","1",10.161
"3","3","10","1","2","2","2","2","2","2","1","1","1","1","2","1","2","1","1","3","1","1","1","1","1","1","1","1","1","2","2","1","2","3","4","2","1","1","1","1","1","2","1","2","1","1","1","7","59857","1",231.3236
"4","4","6","1","2","2","2","2","2","2","1","1","2","2","1","3","3","2","1","2","1","1","2","2","2","2","2","2","1","1","1","2","2","3","1","2","1","1","1","1","1","1","2","2","1","2","1","7","59862","1",56.9941
